cod_modelo_color,des_agrup_color_eng,des_sex,des_age,des_product_category,des_product_type
57006307-78,RED,Female,Adult,Tops,T-Shirt
57045941-43,GREEN,Female,Adult,Tops,T-Shirt
67010080-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
47050031-99,GREY,Female,Adult,Outerwear,Blazer
47050085-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Glasses
47001037-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Glasses
47022522-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
47002531-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
47014024-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57090026-88,PINK,Female,Adult,Accesories_Swim_and_Intimate,Umbrella
57040156-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Totes bag
57010200-43,GREEN,Female,Adult,Bottoms,Trousers
47015882-TM,BLUE,Female,Adult,Bottoms,Jeans
57055950-99,GREY,Female,Adult,Outerwear,Puffer_coat
57030260-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Case
47038643-02,WHITE,Female,Adult,Bottoms,Shorts
47098643-01,WHITE,Female,Adult,Outerwear,Vest
57032889-46,BLUE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57012530-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57002539-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57062888-52,BLUE,Female,Adult,Tops,Shirt
57064406-09,WHITE,Female,Adult,Tops,Sweater
57096712-52,BLUE,Female,Adult,Tops,Sweatshirt
57083807-43,GREEN,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57035991-09,WHITE,Female,Adult,Outerwear,Coat
57005808-83,PINK,Female,Adult,Tops,Sweater
57073820-15,YELLOW,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57047120-05,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Beanie
57058276-PL,GREY,Female,Adult,Bottoms,Jeans
57097760-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Bras
43060805-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Necklace
43023758-08,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Handbag
53050664-20,ORANGE,Female,Adult,Accesories_Swim_and_Intimate,Cosmetic_bag
51013711-50,BLUE,Female,Adult,Tops,Shirt
53070809-92,GREY,Female,Adult,Accesories_Swim_and_Intimate,Sandals
53070968-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Jumpsuit
51033747-76,RED,Female,Adult,Tops,T-Shirt
53035737-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53000588-TN,GREY,Female,Adult,Bottoms,Jeans
53073774-02,WHITE,Female,Adult,Tops,T-Shirt
53025751-49,GREEN,Female,Adult,Tops,Sweater
53055766-92,GREY,Female,Adult,Tops,Cardigan
57007653-30,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Ankle_boots
57017687-06,WHITE,Female,Adult,Tops,Sweater
57045915-05,WHITE,Female,Adult,Tops,Sweater
57007701-50,BLUE,Female,Adult,Tops,Sweater
57077887-05,WHITE,Female,Adult,Tops,Shirt
57026306-40,GREEN,Female,Adult,Tops,T-Shirt
57059604-68,PURPLE,Female,Adult,Tops,Sweater
57059604-88,PINK,Female,Adult,Tops,Sweater
47067665-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Crossbody_bag
47197151-02,WHITE,Unisex,Adult,Home,Pillow Case
57050260-02,WHITE,Female,Kids,Bottoms,Shorts
57000285-26,ORANGE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57000367-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Belt
57095134-99,GREY,Female,Adult,Outerwear,Blazer
57001059-15,YELLOW,Female,Adult,Tops,T-Shirt
57073802-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57084405-05,WHITE,Female,Adult,Bottoms,Trousers
57084407-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57094021-99,GREY,Female,Adult,Tops,Top
57091172-52,BLUE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57085793-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57025987-08,WHITE,Unisex,Adult,Home,Duvet_Covers
57073816-32,BROWN,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57087727-99,GREY,Female,Adult,Outerwear,Puffer_coat
57016028-91,GREY,Female,Adult,Bottoms,Trousers
57085801-59,BLUE,Female,Adult,Accesories_Swim_and_Intimate,Tights
57069106-99,GREY,Female,Adult,Tops,Shirt
57053276-99,GREY,Female,Adult,Outerwear,Poncho
57007760-30,BROWN,Female,Adult,Tops,Sweater
57028639-82,PINK,Female,Adult,Accesories_Swim_and_Intimate,Shoes
41041002-02,WHITE,Female,Adult,Bottoms,Trousers
43027020-01,WHITE,Female,Adult,Outerwear,Jacket
53090788-80,PINK,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
51083738-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53020980-07,WHITE,Female,Adult,Tops,Top
53003755-32,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Glasses
53091015-05,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Card_holder
53033755-79,RED,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53003757-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Beanie
53053764-02,WHITE,Female,Adult,Tops,Blouse
53085747-OR,WHITE,Female,Adult,Tops,Shirt
51045029-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53005774-99,GREY,Female,Adult,Tops,Sweater
53035750-07,WHITE,Female,Adult,Tops,Cardigan
57007903-01,WHITE,Female,Adult,Tops,T-Shirt
57039214-99,GREY,Female,Adult,Tops,T-Shirt
57027693-99,GREY,Female,Adult,Tops,T-Shirt
57018632-52,BLUE,Female,Adult,Tops,Sweater
53015772-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Handbag
57050000-56,BLUE,Female,Adult,Outerwear,Blazer
47074026-05,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Foulard
57002516-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Shoulder_bag
47047132-85,PINK,Female,Adult,Tops,Top
57030199-52,BLUE,Female,Adult,Bottoms,Trousers
57010252-81,PINK,Female,Adult,Tops,Top
57050311-05,WHITE,Female,Adult,Tops,Cardigan
57040776-36,BROWN,Female,Adult,Tops,Top
57013784-05,WHITE,Female,Adult,Tops,Cardigan
57022890-85,PINK,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57053796-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57013804-92,GREY,Female,Adult,Bottoms,Trousers
57094406-43,GREEN,Female,Adult,Tops,Cardigan Vest
57024408-05,WHITE,Female,Adult,Bottoms,Trousers
57063810-95,GREY,Female,Adult,Tops,Top
57074421-31,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Ankle_boots
57066011-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Boots
57035807-56,BLUE,Female,Adult,Accesories_Swim_and_Intimate,Cosmetic_bag
57073819-25,ORANGE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57017746-43,GREEN,Female,Adult,Accesories_Swim_and_Intimate,Scarf
57047741-81,PINK,Female,Adult,Accesories_Swim_and_Intimate,Beanie
57074401-07,WHITE,Female,Adult,Tops,T-Shirt
57029090-CO,BROWN,Female,Adult,Tops,Sweater
57029101-04,WHITE,Female,Adult,Tops,T-Shirt
43050805-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
41041002-99,GREY,Female,Adult,Bottoms,Trousers
43073762-01,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53020587-56,BLUE,Female,Adult,Bottoms,Skirt
53040741-37,BROWN,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53003716-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53060755-05,WHITE,Female,Adult,Bottoms,Skirt
53000843-52,BLUE,Female,Adult,Tops,T-Shirt
53023715-06,WHITE,Female,Adult,Tops,Cardigan
53083725-15,YELLOW,Female,Adult,Tops,T-Shirt
51043741-02,WHITE,Female,Adult,Tops,T-Shirt
53025717-06,WHITE,Female,Adult,Tops,Sweater
53070992-01,WHITE,Female,Adult,Tops,Top
51013750-99,GREY,Female,Adult,Bottoms,Trousers
53075024-05,WHITE,Female,Adult,Bottoms,Skirt
51083783-70,RED,Female,Adult,Outerwear,Coat
53095768-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Handbag
53091158-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Ring
53075780-02,WHITE,Female,Adult,Tops,Top
57015925-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Necklace
53955035-76,RED,Female,Adult,Dresses_jumpsuits_and_Complete_set,Jumpsuit
57025937-30,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Handbag
51063787-50,BLUE,Female,Adult,Tops,Shirt
57039206-02,WHITE,Female,Adult,Tops,Blouse
57017889-95,GREY,Female,Adult,Tops,T-Shirt
57045941-95,GREY,Female,Adult,Tops,T-Shirt
67030557-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Sandals
67000161-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Shape
87040069-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Necklace
47014026-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Necklace
47005944-32,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Sandals
57050556-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Belt
57040079-08,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Necklace
47009028-99,GREY,Female,Adult,Bottoms,Skirt
47075969-01,WHITE,Female,Adult,Tops,Shirt
57001013-05,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57050289-TN,GREY,Female,Adult,Outerwear,Jacket
57020252-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57093264-08,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Foulard
57002545-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57076713-92,GREY,Female,Adult,Tops,Top
57075967-99,GREY,Female,Adult,Bottoms,Bermudas
57034776-PL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Shoes
57007720-99,GREY,Female,Adult,Bottoms,Trousers
57077719-99,GREY,Female,Adult,Tops,Top
57016021-PL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57027755-05,WHITE,Female,Adult,Tops,Cardigan
57038276-99,GREY,Female,Adult,Tops,Cardigan
53090588-02,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Jumpsuit
51053024-05,WHITE,Female,Adult,Bottoms,Trousers
53030681-43,GREEN,Female,Adult,Accesories_Swim_and_Intimate,Earrings
53053742-20,ORANGE,Female,Adult,Accesories_Swim_and_Intimate,Shoes
53055727-08,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Handbag
53050600-52,BLUE,Female,Adult,Bottoms,Trousers
53083725-94,GREY,Female,Adult,Tops,T-Shirt
57017884-07,WHITE,Female,Adult,Bottoms,Trousers
53045775-02,WHITE,Female,Adult,Tops,Shirt
57085938-10,YELLOW,Female,Adult,Accesories_Swim_and_Intimate,Boots
57047658-99,GREY,Female,Adult,Bottoms,Trousers
57054384-99,GREY,Female,Adult,Tops,Shirt
57077687-99,GREY,Female,Adult,Tops,Blouse
37010684-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Sandals
47044016-01,WHITE,Female,Adult,Tops,Top
47005935-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Sandals
47037840-52,BLUE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57062001-05,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57050229-50,BLUE,Female,Adult,Tops,T-Shirt
57050291-TN,GREY,Female,Adult,Bottoms,Skirt
57050322-68,PURPLE,Female,Adult,Accesories_Swim_and_Intimate,Gadget
57000353-15,YELLOW,Female,Adult,Accesories_Swim_and_Intimate,Totes bag
57034008-91,GREY,Female,Adult,Bottoms,Trousers
57042524-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57055955-BB,BLUE,Female,Adult,Bottoms,Jeans
57043266-05,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Foulard
57043808-52,BLUE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57016717-43,GREEN,Female,Adult,Bottoms,Skirt
57044038-98,GREY,Female,Adult,Beauty,Fragance
57016013-65,PURPLE,Female,Adult,Tops,T-Shirt
57065810-08,WHITE,Female,Adult,Bottoms,Trousers
43060711-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Necklace
43057755-05,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Necklace
53063000-30,BROWN,Female,Adult,Tops,Shirt
53090620-37,BROWN,Female,Adult,Dresses_jumpsuits_and_Complete_set,Jumpsuit
53000591-BL,BLUE,Female,Adult,Bottoms,Jeans
51970647-70,RED,Female,Adult,Dresses_jumpsuits_and_Complete_set,Jumpsuit
43047812-02,WHITE,Female,Adult,Tops,Blouse
51043727-92,GREY,Female,Adult,Bottoms,Trousers
53060865-02,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Necklace
53003739-50,BLUE,Female,Adult,Tops,Sweater
53023748-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Handbag
51083782-45,GREEN,Female,Adult,Tops,Shirt
53095779-30,BROWN,Female,Adult,Tops,Sweater
53103804-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57057878-05,WHITE,Female,Adult,Tops,Sweater
51023794-37,BROWN,Female,Adult,Bottoms,Trousers
57097685-06,WHITE,Female,Adult,Tops,Sweater
57066303-08,WHITE,Female,Adult,Tops,Blouse
57037690-02,WHITE,Female,Adult,Bottoms,Trousers
57004382-08,WHITE,Female,Adult,Tops,T-Shirt
57017901-99,GREY,Female,Adult,Tops,Sweater
47085855-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Clutch and Pochettes
47015850-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
47075868-70,RED,Female,Adult,Accesories_Swim_and_Intimate,Handbag
57010254-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Card_holder
57050700-87,PINK,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57010292-07,WHITE,Female,Adult,Bottoms,Shorts
57045136-09,WHITE,Female,Adult,Outerwear,Jacket
57005144-37,BROWN,Female,Adult,Outerwear,Coat
57015140-99,GREY,Female,Adult,Outerwear,Coat
57093799-76,RED,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57022891-01,WHITE,Female,Adult,Tops,T-Shirt
57043266-43,GREEN,Female,Adult,Accesories_Swim_and_Intimate,Foulard
57054407-99,GREY,Female,Adult,Bottoms,Trousers
57011171-05,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Sandals
57095991-43,GREEN,Female,Adult,Bottoms,Skirt
57088265-08,WHITE,Female,Adult,Outerwear,Jacket
57065804-52,BLUE,Female,Adult,Accesories_Swim_and_Intimate,Card_holder
57057728-05,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57086726-PL,GREY,Female,Adult,Bottoms,Skirt
57039095-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57087753-68,PURPLE,Female,Adult,Tops,Cardigan
57065150-99,GREY,Female,Adult,Tops,Top
57049111-02,WHITE,Female,Adult,Tops,Shirt
57079121-08,WHITE,Female,Adult,Bottoms,Skirt
43063724-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
43045787-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Belt
43035019-08,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Handbag
53000578-TM,BLUE,Female,Adult,Bottoms,Jeans
53045707-30,BROWN,Female,Adult,Outerwear,Puffer_coat
51083028-08,WHITE,Female,Adult,Outerwear,Blazer
53023039-15,YELLOW,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
51053732-99,GREY,Female,Adult,Outerwear,Coat
53053753-52,BLUE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
53021059-08,WHITE,Female,Adult,Bottoms,Trousers
53083771-08,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Cosmetic_bag
53093770-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Handbag
51005744-49,GREEN,Female,Adult,Bottoms,Trousers
53015762-12,YELLOW,Female,Adult,Tops,Sweater
53047020-05,WHITE,Female,Adult,Tops,Sweater
57065904-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Belt
57005930-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57075921-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Ring
57007887-90,GREY,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57055934-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Cosmetic_bag
57095932-85,PINK,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57037688-02,WHITE,Female,Adult,Tops,Blouse
57087700-99,GREY,Female,Adult,Bottoms,Skirt
67091003-99,GREY,Female,Adult,Bottoms,Trousers
37064382-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Ankle_boots
57040165-68,PURPLE,Female,Adult,Accesories_Swim_and_Intimate,Card_holder
57065947-37,BROWN,Female,Adult,Outerwear,Puffer_coat
57050341-TM,BLUE,Female,Adult,Bottoms,Jeans
57062514-05,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Sandals
57032881-84,PINK,Female,Adult,Outerwear,Jacket
47098645-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57031501-52,BLUE,Female,Adult,Outerwear,Jacket
57042883-99,GREY,Female,Adult,Outerwear,Blazer
57054763-43,GREEN,Female,Adult,Accesories_Swim_and_Intimate,Scarf
57003804-TN,GREY,Female,Adult,Bottoms,Jeans
57001142-02,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57015966-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Belt
57044767-TN,GREY,Female,Adult,Bottoms,Jeans
57097716-OR,WHITE,Female,Adult,Tops,Top
57005150-78,RED,Female,Adult,Accesories_Swim_and_Intimate,Case
57087737-05,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57087737-50,BLUE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57016023-08,WHITE,Unisex,Adult,Home,Cushion Case
57065810-40,GREEN,Female,Adult,Bottoms,Trousers
57096031-52,BLUE,Female,Adult,Accesories_Swim_and_Intimate,Kerchief
57069121-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53050616-01,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Trainers
51070618-85,PINK,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53050625-28,ORANGE,Female,Adult,Accesories_Swim_and_Intimate,Handbag
53010568-51,BLUE,Female,Adult,Bottoms,Jeans
51030638-02,WHITE,Female,Adult,Tops,T-Shirt
53060711-37,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Belt
53030760-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
51030736-20,ORANGE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53080662-43,GREEN,Female,Adult,Accesories_Swim_and_Intimate,Cosmetic_bag
53010991-06,WHITE,Female,Adult,Tops,T-Shirt
53021099-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
51045746-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Jumpsuit
53041116-20,ORANGE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
51065775-09,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53025752-05,WHITE,Female,Adult,Tops,Sweater
57015922-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Necklace
57085922-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Bracelet
57097695-92,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57019082-99,GREY,Female,Adult,Tops,Sweater
47011296-99,GREY,Female,Adult,Bottoms,Leggings
47074759-TM,BLUE,Female,Adult,Tops,Shirt
47055874-50,BLUE,Female,Adult,Accesories_Swim_and_Intimate,Kerchief
57010644-15,YELLOW,Female,Adult,Tops,T-Shirt
57050273-52,BLUE,Female,Adult,Tops,Top
57010749-70,RED,Female,Adult,Accesories_Swim_and_Intimate,Beanie
47017851-01,WHITE,Female,Adult,Tops,T-Shirt
57085953-35,BROWN,Female,Adult,Outerwear,Coat
57034402-70,RED,Female,Adult,Tops,T-Shirt
57043265-43,GREEN,Female,Adult,Accesories_Swim_and_Intimate,Foulard
57012897-02,WHITE,Female,Adult,Tops,Blouse
57083796-56,BLUE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57094014-05,WHITE,Female,Adult,Bottoms,Skirt
57043805-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Jumpsuit
57014036-PL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57004785-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Purse
57025801-06,WHITE,Female,Adult,Tops,Sweater
57004056-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57025806-30,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Handbag
57006012-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57064431-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57046012-92,GREY,Female,Adult,Bottoms,Trousers
57017729-95,GREY,Female,Adult,Tops,Sweater
57016018-35,BROWN,Female,Adult,Bottoms,Skirt
57047738-TS,BLUE,Female,Adult,Bottoms,Jeans
57009095-05,WHITE,Female,Adult,Tops,Sweater
43075758-CG,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Handbag
43095030-02,WHITE,Female,Adult,Tops,Top
53040586-TA,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Handbag
53077657-99,GREY,Female,Adult,Outerwear,Jacket
53067659-99,GREY,Female,Adult,Outerwear,Jacket
53060972-53,BLUE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53073771-08,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Wallet
53023772-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Handbag
53025747-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53003059-PL,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
51085028-99,GREY,Female,Adult,Bottoms,Trousers
53015774-08,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Handbag
57007893-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57007109-49,GREEN,Female,Adult,Tops,Sweater
57064381-99,GREY,Female,Adult,Tops,Sweater
57099207-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
67040059-PL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Earrings
67050095-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57008635-37,BROWN,Female,Adult,Tops,Sweater
47075849-02,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Handbag
47005856-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57020040-TN,GREY,Female,Adult,Bottoms,Shorts
47038631-99,GREY,Female,Adult,Bottoms,Skirt
57050088-02,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Crossbody_bag
57040302-35,BROWN,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57030292-TO,BLUE,Female,Adult,Outerwear,Jacket
57063797-14,YELLOW,Female,Adult,Bottoms,Trousers
57034403-05,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57003816-01,WHITE,Female,Adult,Bottoms,Jeans
57033805-99,GREY,Female,Adult,Bottoms,Skirt
57063808-TN,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Jumpsuit
57031177-05,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Headband
57094421-56,BLUE,Female,Adult,Accesories_Swim_and_Intimate,Kerchief
57036005-PL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Necklace
57086003-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57027723-05,WHITE,Female,Adult,Bottoms,Jeans
57035806-20,ORANGE,Female,Adult,Accesories_Swim_and_Intimate,Cosmetic_bag
57016022-35,BROWN,Female,Adult,Outerwear,Coat
57007755-91,GREY,Female,Adult,Tops,Sweater
57069108-PL,GREY,Female,Adult,Tops,Shirt
57049121-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57009130-08,WHITE,Female,Adult,Tops,Sweater
43023763-01,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Handbag
53083022-30,BROWN,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
51040641-76,RED,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
51070630-99,GREY,Female,Adult,Bottoms,Skirt
53050683-92,GREY,Female,Adult,Accesories_Swim_and_Intimate,Handbag
53083025-02,WHITE,Female,Adult,Tops,Shirt
53090774-56,BLUE,Female,Adult,Bottoms,Shorts
51050919-43,GREEN,Female,Adult,Tops,Top
53023753-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Belt
53033779-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Handbag
51083755-43,GREEN,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
53025775-CU,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Handbag
51005042-99,GREY,Female,Adult,Tops,Blouse
51073744-92,GREY,Female,Adult,Bottoms,Leggings
57030536-CU,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Sandals
57017877-99,GREY,Female,Adult,Bottoms,Trousers
57005948-OR,WHITE,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57094377-09,WHITE,Female,Adult,Tops,T-Shirt
57074380-99,GREY,Female,Adult,Tops,Top
57018255-05,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57015954-02,WHITE,Female,Adult,Tops,T-Shirt
57077888-OR,WHITE,Female,Adult,Bottoms,Skirt
51041070-99,GREY,Female,Adult,Tops,T-Shirt
57009217-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
47024419-31,BROWN,Female,Adult,Accesories_Swim_and_Intimate,Shoulder_bag
47067877-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Totes bag
57072503-99,GREY,Female,Adult,Tops,T-Shirt
57020047-99,GREY,Female,Adult,Accesories_Swim_and_Intimate,Sandals
57021025-14,YELLOW,Female,Adult,Accesories_Swim_and_Intimate,Cosmetic_bag
57000281-99,GREY,Female,Adult,Tops,T-Shirt
57000271-99,GREY,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57010754-70,RED,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57003777-99,GREY,Female,Adult,Tops,Shirt
57034006-30,BROWN,Female,Adult,Tops,T-Shirt
57072879-02,WHITE,Female,Adult,Dresses_jumpsuits_and_Complete_set,Dress
57025143-TO,BLUE,Female,Adult,Bottoms,Jeans
57024764-37,BROWN,Female,Adult,Tops,Sweater
57002533-PL,GREY,Female,Adult,Accesories_Swim_and_Intimate,Earrings
57001111-02,WHITE,Female,Adult,Tops,Shirt
